SOURCE	TARGET
هيلتون .	هيلتون.

حاسس	حاسس
حالي	حالي
مش	مش
منيح	منيح
و دايخ .	ودايخ.

بس	بس
عندي	عندي
موعد	موعد
لشوفا	لشوفها
عالساعة	عالساعة
تنتين .	ثنتين.

هالسيارة	هالسيارة
بتروح	بتروح
عأدينبرا؟	عادنبرة؟

ايه	ايه
إذا	اذا
بتريد،	بتريد،
عبيلي	عبي لي
هالورقة .	هالورقة.

اديه	قديه
بتاخدو	بتاخذوا
عالوزن	عالوزن
الزايد؟	الزايد؟

اي	اي
ساعة	ساعة
فيي	فيي
اعمل	اعمل
شيك	شيك
اوت؟	اوت؟

فهمت .	فهمت.

رح	رح
دق	دق
لحدا .	لحدا.

السيارة	السيارة
اجت	اجت
عليي	علي
من	من
الجنب	الجنب
عالتقاطع .	عالتقاطع.

علبة	علبة
موسيقى .	موسيقى.

وين	وين
الضاحية؟	الضاحية؟

في	فيه
جولة	جولة
باص	باص
عالبلدة؟	عالبلدة؟

اي	اي
وقت	وقت
منبلش؟	منبلش؟

اوك	اوك
استاذ.	استاذ.
بالحجم	بالحجم
الوسط،	الوسط،
منعطيك	منعطيك
سيارة	سيارة
ميركوري	ميركوري
سايبل.	سيبل.
باثر	باثر
شي؟	شي؟

جرحت	جرحت
عضلة.	عضلة.

بس	بس
لازم	لازم
توعدني	توعدني
تضرب	تضرب
الطابة،	الطابة،
مش	مش
انا .	انا.
اوك؟	اوك؟

بعد	بعد
ادية؟	اديه؟

فيي	فيي
استعير	استعير
كتان؟	كتان؟

شو	شو
نوع	نوع
الجلد	الجلد
المعمولة	المعمولة
منو	منه
شنطة	شنطة
التياب	الثياب
هيدي؟	هيدي؟

ما	ما
بعتقد	باعتقد
هالسكينة	هالسكينة
نضيفي .	نضيفة.
فيك	فيك
تجبلي	تجيب لي
غيرا؟	غيرها؟

اشتريت	اشتريت
هيدي	هيدي
من	من
لحظة .	لحظة.
بس	بس
رح	رح
تبدل	تبدل
هيدا	هيدا
بهيداك؟	بهيداك؟

صراحة،	صراحة،
ما	ما
بوافق	بوافق
مع	مع
هالشي .	هالشي.

هالطريق	هالطريق
مزبوط	مظبوط
للمحطة	للمحطة
المركزية؟	المركزية؟

شختورة	شختورة
مع	مع
دليل	دليل
إذا	اذا
بتريد .	بتريد.

بدي	بدي
اطلب	اطلب
بدلة	بدلة
غامقة	غامقة
لالي .	لالي.

هالشمسية	هالشمسية
بتشتغل	بتشتغل
كعصاية .	كعصاية.

إذا	اذا
بتريد	بتريد
فرجيني	فرجيني
بسبورك .	باسبورك.

في	فيه
شي	شي
محل	محل
بيقبل	بيقبل
غسيل	غسيل
نهار	نهار
الاحد؟	الاحد؟

تنين	اثنين
تشيزبرغر	تشيز برغر
إذا	اذا
بتريد.	بتريد.

اي	اي
باص	باص
بروح	بيروح
عميامي؟	عميامي؟

بس	بس
ما	ما
ضروري	ضروري
تعطي	تعطي
تبس.	تبس.

فيك	فيك
تشوف	تشوف
واحد	واحد
بقاعة	بقاعة
كارنيجي .	كارنغي.

مني	ماني
موثق.	موثق.

شو	شو
اختصاص	اختصاص
البيت؟	البيت؟

بدي	بدي
اخد	آخذ
موعد	موعد
مع	مع
الحكيم.	الحكيم.

ما	ما
عندك	عندك
مانع	مانع
اجي	اجي
لعندك؟	لعندك؟

الهيئة	الهيئة
في	في
مجال	مجال
للتحسين .	للتحسين.

وين	وين
الطابق	الطابق
لتحت	لتحت
الأرض؟	الارض؟

عندك	عندك
منو	منه
بقياس	بقياس
اضغر؟	اصغر؟

من	من
وين	وين
فيي	فيي
جيب	جيب
اسبيرين؟	اسبرين؟

هيدا	هيدا
اخر	آخر
شي؟	شي؟

عطيني	اعطيني
ترخيص	ترخيص
لاسبوع	لاسبوع
إذا	اذا
بتريد.	بتريد.

هيدا	هيدا
زميلي .	زميلي.

شو	شو
نوع	نوع
البنزين	البنزين
هونيك؟	هونيك؟
بريميوم،	بريميوم،
عادي،	عادي،
نقي؟	نقي؟

هيدا	هيدا
واحد .	واحد.

عندي	عندي
عوارض	عوارض
رشح.	رشح.

ايل	ايل
مشوي	مشوي
مع	مع
صوص	صوص
عوج	عوج
كاسة	كاسة
رز.	رز.

"""قال	"""قال
""""خلينا	""""خلينا
نحتفل	نحتفل
""""	""""
و اخدني	واخذني
عبار .	عبار.
قال	قال
انو	انه
لازم	لازم
يعمل	يعمل
اتصال	اتصال
و راح	وراح
وما	وما
رجع	رجع
تركني	تركني
ادفع	ادفع
فاتورة	فاتورة
كبيرة ."""	كبيرة."""

اديه	قديه
حق	حق
الغالون؟	الغالون؟

باسبوري	باسبوري
و الكردت	والكردت
كارد	كارد
بشنطتي .	بشنطتي.

الجحز	الجحز
عالسبعة .	عالسبعة.
باسم	باسم
مانوو .	مانو.

ما	ما
رح	رح
تشرب	تشرب
فنجان	فنجان
شاي؟	شاي؟

في	فيه
دكتور	دكتور
بالأوتيل	بالاوتيل
او	او
حدا	حدا
منحكيه؟	منحكيه؟

دايما	دايما
بيشتري	بيشتري
من	من
شارع	شارع
بوند .	بوند.

ورقة	ورقة
انكليزي،	انغليزي،
إذا	اذا
بتريد .	بتريد.

في	فيه
شي	شي
محل	محل
بيحطوا	بيحطوا
كنتري	كنتري
ميوزك؟	ميوزك؟

في	فيه
بعد	بعد
شي	شي
صوف؟	صوف؟

اديه	قديه
عالصفحة؟	عالصفحة؟

اوك .	اوك.
كبوس	اكبوس
تسعة	تسعة
صفر	صفر
صفر	صفر
واحد،	واحد،
بعدين	بعدين
رمز	رمز
البلد،	البلد،
بعدين	بعدين
رقم	رقم
التلفون .	التلفون.

فيي	فيي
اخد	آخذ
كولا	كولا
دايت؟	دايت؟

فيي	فيي
اعمل	اعمل
طلبية؟	طلبية؟

كانت	كانت
كزدورة	كزدورة
حلوة .	حلوة.
شكرا	شكرا
الك .	الك.

مجموع	مجموع
السكان	السكان
باليابان	باليابان
حوالي	حوالي
مية	مية
و تلاتين	وثلاثين
مليون.	مليون.

بدي	بدي
استاجر	استاجر
خيمة	خيمة
للشمس .	للشمس.

ايه،	ايه،
و بدي	وبدي
اقلب	اقلب
الكلفة .	الكلفة.

محفظة	محفظة
فيا	فيها
مية	مية
دولار	دولار
و بطاقتين	وبطاقتين
كردت .	كردت.

المي	المي
كتير	كثير
سخنة .	سخنة.

انت	انت
هون .	هون.

مش	مش
من	من
المحتمل.	المحتمل.

بطني	بطني
بتوجعني	بتوجعني
بعد	بعد
الاكل .	الاكل.

واو .	واو.
هالمحل	هالمحل
حلو .	حلو.

يمكن	يمكن
عندو	عنده
جلطة	جلطة
هوا .	هوا.

قررت؟	قررت؟

اذا	اذا
بدك،	بدك،
فينا	فينا
نرتاح	نرتاح
هون .	هون.

ما	ما
فيك	فيك
تغير	تغير
شغلك	شغلك
بسهولة .	بسهولة.

شو	شو
المحطة	المحطة
الجاي؟	الجاي؟

اوك .	اوك.
بس	بس
مش	مش
عالمدرجات .	عالمدرجات.
كتير	كثير
شوب	شوب
اليوم .	اليوم.

بعدني	بعدني
حاسس	حاسس
حاستفرغ .	حاستفرغ.

ما	ما
بدي	بدي
شي	شي
ضخم .	ضخم.

الحساب	الحساب
إذا	اذا
بتريد .	بتريد.

الحساب،	الحساب،
إذا	اذا
بتريد.	بتريد.
بتاخدو	بتاخذوا
فيزا؟	فيزا؟

اليوم	اليوم
رايح	رايح
شوف	شوف
كيف	كيف
هيي	هي
تشايناتاون	تشاينا
.	تاون.

تنين	اثنين
صفر	صفر
تنين	اثنين
تسعة	تسعة
تلاتة	ثلاثة
تسعة	تسعة
ستة	ستة
سبعة	سبعة
صفر	صفر
صفر.	صفر.

بدي	بدي
اقلع	اقلع
سناني.	اسناني.

بدي	بدي
علبة	علبة
ادوات	ادوات
تجميل .	تجميل.

وين	وين
فيي	فيي
احضر	احضر
ذا	ذا
فنتوم	فانتوم
اوف	اوف
ذا	ذا
اوبرا؟	اوبرا؟

بدي	بدي
اشتري	اشتري
سوفنيرز	سوفنيرز
لولادي .	لاولادي.
فيك	فيك
تنصحني؟	تنصحني؟

ابطء	ابطأ
إذا	اذا
بتريد .	بتريد.

مقلي	مقلي
عالميلتين	عالميلتين
إذا	اذا
بتريد .	بتريد.

بكون	بيكون
جاهز	جاهز
بعد	بعد
بكرا	بكرة
المسا .	المسا.

مصنوع	مصنوع
من	من
القطن؟	القطن؟

شو	شو
فيي	فيي
شوف	شوف
فهيديك	فهيديك
الجولة؟	الجولة؟

ايه	ايه
في	فيه
كاس	كاس
واحد	واحد
بالأقل .	بالاقل.

اديه	قديه
عالنهار؟	عالنهار؟

بدي	بدي
سي	سي
دي .	دي.

لو	لو
سمحت	سمحت
خللي	خلي
عندك	عندك
الشنط	الشنط
ديه	دية
لحد	لحد
خمسة	خمسة
العصر،	العصر،
ممكن	ممكن
اخد	آخذ
شيك.	شيك.

عقدي	عقدي
بالزبط.	بالظبط.

فينا	فينا
ناخد	ناخذ
طاولة	طاولة
لخمس	لخمس
اشخاص؟	اشخاص؟

ما	ما
بتفهم	بتفهم
انكليزي	انغليزي
بالمرة .	بالمرة.

فيك	فيك
تهتم	تهتم
فيا	فيها
من	من
التسعة	التسعة
الصبح	الصبح
لحوالي	لحوالي
التلاتة؟	الثلاثة؟

اديه	قديه
بريد	بريد
الجو	الجو
عاليابان؟	عاليابان؟

قفلت	قفلت
عحالي.	عحالي.
فيك	فيك
تفتحلي	تفتح لي
بابي	بابي
إذا	اذا
بتريد.	بتريد.

اي	اي
جولة	جولة
احسن	احسن
شي	شي
لشوف	لشوف
الأماكن	الاماكن
المعروفة ؟	المعروفة؟

لا	لا
يا	يا
استاذ .	استاذ.
بعد	بعد
الظهر	الظهر
اليوم	اليوم
كلو	كله
محجوز.	محجوز.
بس	بس
بكرا	بكرة
اوك .	اوك.

رح	رح
اسأل	اسأل
البواب	البواب
عن	عن
الأجار	الاجار
المزبوط .	المظبوط.

انا	انا
عنجد	عن جد
بعتذر.	باعتذر.

عاملين	عاملين
حفلة	حفلة
الجمعة	الجمعة
بالليل .	بالليل.
ليه	ليه
ما	ما
بتجي	بتجي
معنا؟	معنا؟

اوك،	اوك،
غرفتك	غرفتك
تسعمية	تسعمية
و تماني	وثماني
مس،	مس،
هيدا	هيدا
مفتاحك .	مفتاحك.

عن	عن
اذنك	اذنك
ضابط؟	ضابط؟

هالترين	هالترين
بروح	بيروح
دغري	دغري
عأدينبرا؟	عادنبرة؟

هيدا	هيدا
ضمن	ضمن
حدود	حدود
التاكس	التاكس
فري؟	فري؟

ضهرلي	ضهر لي
مجوهراتي	مجوهراتي
إذا	اذا
بتريد .	بتريد.

عبيت	عبيت
تنكة .	تنكة.
اديه	قديه
عجقة	عجقة
الرحلات؟	الرحلات؟

بدي	بدي
اشتري	اشتري
سوفينيرات .	سوفينيرات.
في	فيه
شي	شي
محل	محل
منيح	منيح
قريب؟	قريب؟

لأي	لاي
ساعة	ساعة
بيفتح؟	بيفتح؟

هوي	هو
برا	برا
هلق .	هلق.

مايومي،	مايومي،
فيك	فيك
إذا	اذا
بتريد	بتريد
تعبي	تعبي
هالورقة	هالورقة
مع	مع
امضاءك	امضاءك
إذا	اذا
بتريد؟	بتريد؟

هيدا	هيدا
واحد	واحد
الك	الك
استاذ .	استاذ.

ما	ما
عندي	عندي
شنط	شنط
للتشيك	للتشيك
ان .	ان.

انا	انا
هون	هون
بمهمة	بمهمة
اعلامية .	اعلامية.

عندك	عندك
افلام	افلام
صيفية؟	صيفية؟

ايمتى	ايمتى
الترين	الترين
الجاي	الجاي
عواشنطن	عواشنطن
دي	دي
سي؟	سي؟

رح	رح
ارجع	ارجع
عاليابان	عاليابان
الشهر	الشهر
الجاي .	الجاي.

فيي	فيي
اخد	آخذ
خريطة	خريطة
السابواي؟	السبوي؟

في	فيه
كتير	كثير
سواقة؟	سواقة؟

فيك	فيك
تبدلي	تبدل لي
هيدا	هيدا
بواحد	بواحد
جديد؟	جديد؟

شخصين .	شخصين.

مش	مش
مرتاح.	مرتاح.
فيي	فيي
رجع	رجع
مقعدي؟	مقعدي؟

حداعش	حداعش
و خمس	وخمس
و اربعين	واربعين
دقيقة	دقيقة
الصبح .	الصبح.

فيك	فيك
تقلي	تقول لي
عمطعم	عمطعم
مشهور	مشهور
بين	بين
الشباب؟	الشباب؟

سيارتو	سيارته
ماشية	ماشية
بأقصى	باقصى
سرعة .	سرعة.

كم	كم
مرة	مرة
بغير	باغير
الترين	الترين
لأوصل	لاوصل
لهونيك؟	لهونيك؟

عنجد؟	عن جد؟
خليني	خليني
شوف.	شوف.
اوه،	اوه،
بعتذر	باعتذر
كتير	كثير
انسة	آنسة
تاكانو .	تاكانو.
هيدا	هيدا
غلطنا .	غلطنا.
هيدي	هيدي
فاتورتك	فاتورتك
الجديدة،	الجديدة،
بتمضي	بتمضي
هون،	هون،
إذا	اذا
بتريدي؟	بتريدي؟

رجع	رجع
خمسة	خمسة
دولار،	دولار،
إذا	اذا
بتريد .	بتريد.

طبة	طبة
البانيو	البانيو
ما	ما
بتسكر	بتسكر
منيح .	منيح.

بس	بس
هدية	هدية
رمزية	رمزية
لشكري	لشكري
و تقديري .	وتقديري.

رح	رح
تعبي	تعبي
هالورقة؟	هالورقة؟

شو	شو
عندك	عندك
ماركات؟	ماركات؟

الكعب	الكعب
كتير	كثير
عالي	عالي
عليي .	علي.

اديه	قديه
الك	الك
بباريس؟	بباريس؟

فيي	فيي
اخد	آخذ
طوابع	طوابع
بريدية	بريدية
لتلت	لثلاث
بريد	بريد
جو	جو
عاليابان؟	عاليابان؟

بينلفظ	بينلفظ
ج-و-ر-و-ه.	ج-و-ر-و-ه.

بدك	بدك
تاخد	تاخذ
مشروب؟	مشروب؟

اتسطح	اتسطح
هون .	هون.

عملا	عملها
برقية	برقية
طارئة،	طارئة،
إذا	اذا
بتريد .	بتريد.

حسب	حسب
تقرير	تقرير
الطقس،	الطقس،
بكرا	بكرة
رح	رح
تتلج .	تثلج.

بدي	بدي
طابة .	طابة.

اكيد.	اكيد.
ولو.	ولو.

هاي،	هي،
كتاب	كتاب
صور	صور
متحركة	متحركة
ماليزي .	ماليزي.
رح	رح
اشتري	اشتري
واحد	واحد
اخدو	آخذه
معي	معي
كقطعة	كقطعة
بينحكى	بينحكى
فيا .	فيها.

طريق	طريق
النجاح	النجاح
هوي	هو
جيمياكو،	جيمياكو،
صح؟	صح؟

معي	معي
شي	شي
الفين	الفين
و خمسمية	وخمسمية
دولار	دولار
بالين	بالين
الياباني .	الياباني.

ايه	ايه
عنا .	عننا.
رح	رح
فرجيك .	فرجيك.

بدي	بدي
حبوب	حبوب
منوم .	منوم.

رح	رح
ابقى	ابقى
هون	هون
لتسعة	لتسعة
الشهر.	الشهر.
بتمنى	باتمنى
تلقطو	تلقطوا
المجرم	المجرم
بأسرع	باسرع
وقت .	وقت.

انا	انا
اديتك	اديتك
تليفونه	تلفونه
و عنوانه.	وعنوانه.

ممكن	ممكن
لو	لو
سمحت	سمحت
تغير	تغير
الكرسي	الكرسي
بتاعي؟	بتاعي؟

اسمك	اسمك
تاني	ثاني
لو	لو
سمحت؟	سمحت؟

فيه	فيه
هايبر	هايبر
ماركت	ماركت
قريب	قريب
من	من
هنا؟	هنا؟

الاتوبيس	الاتوبيس
ده	ده
بيروح	بيروح
فندق	فندق
شيراتون؟	شيراتون؟

معناه	معناه
ايه؟	ايه؟

الدنيا	الدنيا
حر	حر
شويه.	شوية.
ممكن	ممكن
افتح	افتح
الشباك؟	الشباك؟

عينيا	عينيي
حمرا	حمرا
بلون	بلون
الدم .	الدم.

ما	ما
اقدرش	اقدرش
اضمن	اضمن
ده،	ده،
بس	بس
حنحاول	حنحاول
اد	قد
ما	ما
نقدر .	نقدر.

امتى	امتى
يبتدي	يبتدي
ماتش	ماتش
السله؟	السلة؟

نوع	نوع
الحجر	الحجر
ده	ده
ايه؟	ايه؟

اسمح	اسمح
لي،	لي،
حضرتك .	حضرتك.
عايز	عايز
اشوف	اشوف
بعض	بعض
الاماكن	الاماكن
السياحيه	السياحية
في	في
بوسطن .	بوسطن.

انا	انا
مهتم	مهتم
بالشنطة	بالشنطة
الزرقا	الزرقا
اللي	اللي
عالشباك.	عالشباك.

تحب	تحب
تاخده	تاخذه
معاك	معاك
و لا	ولا
احنا	احنا
نبعتهولك؟	نبعثه لك؟

امتى	امتى
حتفضى	حتفضى
ترابيزة؟	تربيزة؟

عايز	عايز
كرسي	كرسي
جنب	جنب
الشباك	الشباك
من	من
فضلك .	فضلك.

عايز	عايز
اسجل	اسجل
الشنطة	الشنطة
ديه .	دية.

الوداع	الوداع
صعب	صعب
قوي .	قوي.

ممكن	ممكن
تتغسل	تتغسل
بالمكنه	بالمكنة
ولا	ولا
عاليد	عاليد
في	في
البيت؟	البيت؟

محتاج	محتاج
علبة	علبة
الوان	الوان
ميه،	مية،
من	من
فضلك.	فضلك.

في	في
الحالة	الحالة
